CustomerID,Recency,Frequency,Monetary,AOV,Predicted_LTV,Segment
12425.0,78,1,777.2,21.58888888888889,458.8104,Medium
12426.0,195,1,582.73,19.424333333333333,335.91263,Low
12427.0,12,5,708.37,20.239142857142856,1417.3049,High
12428.0,26,12,7877.2,26.25733333333333,4148.278,Very High
12429.0,9,4,3750.4,38.66391752577319,1348.6038,High
12430.0,43,1,256.4,23.30909090909091,395.42273,Low
12431.0,36,18,6416.39,26.734958333333335,5570.075,Very High
12432.0,43,5,5059.32,46.845555555555556,2051.828,Very High
12433.0,1,7,13375.87,31.847309523809525,8023.955,Very High
12434.0,85,4,765.19,14.170185185185186,1011.8636,High
12435.0,80,2,7829.89,217.49694444444447,972.15985,High
12436.0,100,1,509.01,31.813125,559.1916,Medium
12437.0,2,19,4896.66,24.36149253731343,6190.673,Very High
12438.0,14,2,2906.85,29.66173469387755,818.0534,High
12441.0,367,1,173.55,15.77727272727273,229.8114,Low
12442.0,3,1,172.06,14.338333333333333,342.4637,Low
12444.0,21,5,5005.46,28.27943502824859,1980.069,Very High
12445.0,22,1,133.4,33.35,138.1763,Low
12446.0,58,1,1002.3100000000001,17.281206896551726,410.26532,Medium
12447.0,243,1,476.49,18.326538461538462,318.26373,Low
12448.0,44,1,449.45,20.429545454545455,371.52252,Low
12449.0,22,4,4067.29,21.294712041884818,1350.2594,High
12450.0,156,2,197.88,24.735,580.6582,Medium
12451.0,11,6,8933.52,25.164845070422537,2853.63,Very High
12452.0,17,3,428.57,18.633478260869566,911.678,High
12453.0,134,1,707.09,16.443953488372095,413.45456,Medium
12454.0,53,2,5.684341886080802e-14,1.8947806286936005e-15,53.79189,Low
12455.0,73,6,2466.86,27.409555555555556,2223.5051,Very High
12456.0,44,4,3153.89,24.44875968992248,1800.3174,Very High
12457.0,58,12,1917.78,28.20264705882353,3613.1443,Very High
12458.0,71,2,947.4,24.931578947368422,683.48047,Medium
12461.0,94,2,826.88,23.62514285714286,591.00476,Medium
12462.0,2,4,1124.01,15.61125,1075.8712,High
12463.0,46,7,1303.63,14.813977272727273,1676.4426,Very High
12464.0,10,8,1212.05,41.79482758620689,2777.8086,Very High
12465.0,8,3,733.89,14.39,836.1603,High
12468.0,143,3,724.0400000000001,18.101000000000003,777.21576,High
12471.0,2,49,18740.92,35.29363465160075,18518.07,Very High
12472.0,31,13,6229.48,15.932173913043478,3014.7515,Very High
12473.0,29,9,2848.23,15.911899441340783,2136.245,Very High
12474.0,17,30,7116.47,15.572144420131291,7189.081,Very High
12475.0,54,1,723.38,20.093888888888888,448.88986,Medium
12476.0,1,20,6546.58,24.797651515151514,6783.0874,Very High
12477.0,23,9,13117.01,42.58769480519481,6761.5747,Very High
12478.0,4,1,680.99,18.91638888888889,436.26648,Medium
12479.0,4,3,477.3,13.637142857142857,833.3198,High
12480.0,28,4,3281.63,21.309285714285714,1364.8617,High
12481.0,23,11,5590.86,25.646146788990823,4148.278,Very High
12483.0,17,13,2327.13,28.73,3985.8042,Very High
12484.0,33,8,4495.27,12.843628571428573,2120.7231,Very High
12488.0,10,3,1298.66,23.612000000000002,918.4567,High
12489.0,336,1,334.93,22.328666666666667,331.99738,Low
12490.0,5,10,5417.93,22.114,3598.489,Very High
12491.0,39,1,460.40000000000003,17.70769230769231,409.61697,Medium
12492.0,63,2,263.21000000000004,13.160500000000003,460.30444,Medium
12493.0,166,3,416.79,18.121304347826086,780.63007,High
12494.0,10,13,1139.3500000000001,13.563690476190478,2981.4915,Very High
12497.0,82,1,1043.1,74.50714285714285,703.015,Medium
12498.0,21,3,403.70000000000005,17.55217391304348,881.5366,High
12500.0,23,13,4206.27,64.71184615384617,5634.836,Very High
12501.0,315,2,2089.68,13.0605,332.1027,Low
12502.0,96,5,3723.87,25.332448979591835,2146.5125,Very High
12503.0,338,1,-1126.0,-1126.0,-647.23645,Low
12504.0,18,4,114.0,7.6,904.3249,High
12505.0,301,1,-4.5,-4.5,-107.99975,Low
12506.0,233,1,73.5,3.1956521739130435,149.9508,Low
12507.0,134,4,1258.06,54.69826086956522,1378.6354,High
12508.0,26,2,398.27,5.772028985507246,428.52478,Medium
12509.0,284,1,176.5,25.214285714285715,347.9471,Low
12510.0,143,2,982.5699999999999,29.774848484848484,704.3933,Medium
12512.0,66,2,138.03,4.059705882352941,346.14713,Low
12513.0,85,2,586.79,16.299722222222222,576.9815,Medium
12514.0,267,1,1017.68,19.954509803921567,337.63596,Low
12515.0,353,1,383.7,23.98125,301.31052,Low
12516.0,78,2,1312.06,50.46384615384615,914.3356,High
12517.0,28,6,2464.89,8.618496503496504,1543.0797,High
12518.0,1,5,2056.89,16.58782258064516,1455.9242,High
12519.0,64,1,340.84,18.935555555555553,428.43793,Medium
12520.0,79,6,2582.51,16.66135483870968,1553.0026,High
12521.0,143,1,599.68,15.781052631578946,258.31284,Low
12522.0,39,2,192.72,16.06,519.6431,Medium
12523.0,2,13,1745.57,15.868818181818181,3031.0693,Very High
12524.0,9,8,4485.72,31.150833333333335,2984.5813,Very High
12526.0,1,3,1316.66,18.54450704225352,955.54474,High
12527.0,82,3,348.71000000000004,19.37277777777778,889.21985,High
12528.0,9,8,1922.28,20.234526315789473,2507.352,Very High
12530.0,60,5,1623.63,23.876911764705884,1761.5759,Very High
12531.0,15,1,125.22,7.365882352941177,340.01242,Low
12532.0,30,1,349.83000000000004,21.864375000000003,464.62692,Medium
12534.0,131,1,1089.18,17.28857142857143,413.45456,Medium
12535.0,92,2,716.35,21.069117647058825,668.04974,Medium
12536.0,8,5,4106.82,15.043296703296702,1372.3113,High
12538.0,29,1,363.95,17.33095238095238,403.93814,Medium
12539.0,22,5,3852.5,14.06021897810219,1340.7196,High
12540.0,20,19,13309.039999999999,27.669521829521827,5738.9116,Very High
12541.0,30,3,981.18,18.868846153846153,912.1497,High
12544.0,30,2,355.7,17.785,657.0628,Medium
12545.0,75,2,1000.39,20.0078,659.09625,Medium
12546.0,47,3,1141.5,16.307142857142857,827.76385,High
12547.0,198,2,207.79999999999998,25.974999999999998,537.5312,Medium
12548.0,166,1,95.19999999999999,19.04,343.37192,Low
12550.0,79,1,964.83,16.92684210526316,418.4769,Medium
12551.0,358,1,168.0,16.8,313.76196,Low
12552.0,39,2,437.82,21.891,689.91876,Medium
12553.0,8,14,3652.25,18.633928571428573,4338.754,Very High
12556.0,50,2,603.71,4.989338842975207,369.30884,Low
12557.0,16,5,11990.960000000001,363.36242424242425,7525.165,Very High
12558.0,2,2,1.0658141036401503e-14,4.844609562000683e-16,93.539795,Low
12559.0,311,3,536.21,24.37318181818182,741.5563,Medium
12560.0,5,4,2101.39,18.93144144144144,1169.8665,High
12561.0,303,1,238.85,14.928125,228.22356,Low
12562.0,8,7,3781.7400000000002,22.510357142857146,3017.1003,Very High
12564.0,261,1,456.9,21.757142857142856,331.99738,Low
12565.0,282,2,131.17,13.116999999999999,332.1027,Low
12566.0,73,2,346.7,17.335,627.7162,Medium
12567.0,23,11,9114.94,19.686695464362852,4000.941,Very High
12569.0,2,35,4064.9900000000002,21.282670157068065,10493.1455,Very High
12571.0,40,2,519.61,15.28264705882353,519.6431,Medium
12572.0,9,3,1004.72,16.205161290322582,855.12286,High
12573.0,227,1,160.54000000000002,5.733571428571429,191.70676,Low
12574.0,316,1,218.45,19.85909090909091,318.26373,Low
12576.0,36,6,1306.98,14.685168539325844,1522.0835,High
12577.0,35,4,595.4,4.022972972972973,759.47784,Medium
12578.0,21,4,2753.36,22.944666666666667,1359.6129,High
12579.0,73,3,410.72,13.249032258064517,777.4653,High
12580.0,247,1,415.7,17.320833333333333,321.74973,Low
12581.0,40,1,197.71,13.180666666666667,298.0193,Low
12582.0,239,2,511.36,23.243636363636366,495.23724,Medium
12583.0,3,18,7187.34,28.634820717131475,6291.6313,Very High
12584.0,4,18,1893.95,15.031349206349207,4693.8594,Very High
12585.0,234,4,1982.81,20.441340206185565,1034.9939,High
12586.0,17,2,179.94000000000003,14.995000000000003,522.099,Medium
12587.0,8,1,144.0,36.0,346.10202,Low
12588.0,39,1,214.89999999999998,21.49,472.4677,Medium
12589.0,29,2,646.68,18.47657142857143,664.5638,Medium
12590.0,190,3,9861.38,140.87685714285712,3094.264,Very High
12591.0,317,1,452.84999999999997,17.41730769230769,321.74973,Low
12592.0,92,2,437.6,24.311111111111114,591.00476,Medium
12593.0,109,3,418.09999999999997,19.909523809523808,882.7777,High
12594.0,38,11,3320.2200000000003,27.901008403361345,3814.8499,Very High
12596.0,51,2,618.27,22.898888888888887,645.33514,Medium
12597.0,19,5,3683.13,17.21088785046729,1470.388,High
12598.0,10,9,3002.68,22.57654135338346,3374.5208,Very High
12599.0,29,7,1032.58,16.654516129032256,1821.3573,Very High
12600.0,29,11,2581.04,39.70830769230769,4157.2183,Very High
12601.0,190,6,569.5600000000001,19.64,1484.6243,High
12602.0,59,1,153.12,12.76,296.79282,Low
12603.0,22,1,739.1999999999999,246.39999999999998,571.3089,Medium
12604.0,79,2,254.18,15.88625,520.2914,Medium
12605.0,365,1,-7.5,-2.5,-10.732985,Low
12607.0,58,2,3.552713678800501e-15,1.75876914792104e-17,59.2896,Low
12609.0,78,3,1126.85,18.78083333333333,889.21985,High
12610.0,23,7,2057.99,18.54045045045045,2253.4314,Very High
12611.0,52,1,1193.32,18.35876923076923,460.251,Medium
12612.0,58,2,643.59,30.64714285714286,827.67004,High
12613.0,31,6,3218.98,19.748343558282208,1990.3331,Very High
12614.0,278,1,315.6,15.780000000000001,238.17166,Low
12615.0,2,4,2291.19,21.820857142857143,1411.8511,High
12616.0,85,5,657.25,18.256944444444443,1521.7126,High
12617.0,29,1,355.53,8.465,350.31827,Low
12618.0,22,1,177.31,16.11909090909091,356.0063,Low
12619.0,16,13,3214.81,33.840105263157895,3723.3784,Very High
12620.0,15,3,1339.41,14.558804347826088,891.02716,High
12621.0,2,23,13612.07,28.717447257383967,9326.662,Very High
12622.0,232,1,180.1,16.37272727272727,310.28778,Low
12623.0,276,1,305.1,16.950000000000003,321.74973,Low
12624.0,106,2,641.13,16.87184210526316,605.44806,Medium
12625.0,212,3,2614.32,28.72879120879121,965.55176,High
12626.0,23,13,6388.35,20.808957654723127,4377.712,Very High
12627.0,11,7,4478.53,19.47186956521739,2443.3074,Very High
12628.0,4,4,769.61,17.897906976744185,1120.6705,High
12630.0,10,2,1270.88,19.8575,684.1729,Medium
12631.0,57,1,640.5,20.661290322580644,450.59882,Medium
12633.0,59,5,2140.63,20.782815533980585,1710.5232,Very High
12635.0,90,2,1689.18,16.724554455445546,627.7162,Medium
12637.0,67,10,5953.25,15.10977157360406,2062.4263,Very High
12638.0,33,1,671.69,17.222820512820515,443.68475,Medium
12639.0,239,1,486.1,22.095454545454547,331.99738,Low
12640.0,24,3,1174.58,22.16188679245283,1014.8052,High
12641.0,115,1,185.9,18.59,495.1769,Medium
12642.0,25,3,1013.26,21.558723404255318,1014.8052,High
12643.0,128,6,3344.64,139.35999999999999,3578.6423,Very High
12644.0,130,1,477.91,15.416451612903227,329.8765,Low
12645.0,34,5,1755.38,23.721351351351352,1792.328,Very High
12646.0,5,2,1346.97,29.932666666666666,892.48486,High
12647.0,22,13,3669.92,28.67125,4008.328,Very High
12648.0,155,1,318.05,15.145238095238096,248.188,Low
12649.0,107,4,603.71,18.294242424242427,977.69727,High
12650.0,3,1,314.44,15.722,375.3181,Low
12651.0,335,1,114.0,12.666666666666666,199.18759,Low
12652.0,322,2,914.53,17.931960784313723,508.6042,Medium
12653.0,149,2,2209.85,51.391860465116274,751.0002,Medium
12654.0,11,5,601.98,15.841578947368422,1367.258,High
12656.0,17,8,3982.72,30.636307692307692,2984.5813,Very High
12657.0,11,5,1152.06,20.572499999999998,1722.5902,Very High
12658.0,19,1,686.05,19.056944444444444,401.0916,Medium
12659.0,30,1,91.68,18.336000000000002,419.9488,Medium
12660.0,11,1,245.1,18.853846153846153,419.47708,Medium
12662.0,1,12,3817.08,16.45293103448276,3023.426,Very High
12664.0,8,10,4863.88,127.99684210526316,6261.753,Very High
12665.0,325,2,61.75,15.4375,392.0897,Low
12666.0,359,1,-227.44,-113.72,-420.63876,Low
12667.0,58,1,620.13,18.791818181818183,428.43793,Medium
12668.0,7,6,3743.18,22.280833333333334,2221.9448,Very High
12669.0,151,4,1607.73,15.762058823529411,828.1368,High
12670.0,10,6,2986.15,31.767553191489363,2293.9678,Very High
12672.0,330,1,225.89999999999998,22.589999999999996,372.59653,Low
12673.0,5,2,610.52,14.536190476190475,628.09564,Medium
12674.0,12,7,1919.31,21.09131868131868,2483.2676,Very High
12676.0,25,6,1331.39,29.586444444444446,2485.5698,Very High
12678.0,42,13,17588.26,105.31892215568861,12692.477,Very High
12679.0,52,9,1058.67,18.90482142857143,2570.155,Very High
12680.0,1,4,862.81,16.592499999999998,1147.7478,High
12681.0,15,27,13677.59,21.172739938080497,11424.048,Very High
12682.0,4,31,12288.22,23.406133333333333,13170.242,Very High
12683.0,4,20,8221.09,22.710193370165747,6874.9473,Very High
12684.0,8,7,2283.63,21.748857142857144,2525.1287,Very High
12685.0,28,6,2863.08,18.236178343949042,1827.2305,Very High
12686.0,372,1,89.14,12.734285714285715,190.82733,Low
12688.0,114,1,4873.8099999999995,28.501812865497072,636.5476,Medium
12689.0,26,2,1247.61,17.327916666666667,652.8079,Medium
12690.0,206,1,389.01,24.313125,306.87674,Low
12691.0,28,6,1035.8,32.36875,1908.9271,Very High
12693.0,121,6,830.96,20.267317073170734,1628.8002,Very High
12694.0,70,2,869.67,23.504594594594593,591.00476,Medium
12695.0,7,4,582.1,21.55925925925926,1400.1147,High
12697.0,21,5,939.02,21.83767441860465,1737.1133,Very High
12700.0,8,6,4867.99,18.029592592592593,1709.209,Very High
12701.0,80,2,797.71,15.051132075471699,487.28882,Medium
12702.0,20,1,219.0,18.25,401.0916,Medium
12703.0,64,2,274.7,12.486363636363636,443.78305,Medium
12704.0,7,10,2220.84,24.676000000000002,3893.234,Very High
12705.0,15,14,6814.24,19.581149425287357,4561.4434,Very High
12707.0,292,1,603.42,18.285454545454545,318.26373,Low
12708.0,30,16,2616.32,15.036321839080461,3468.1804,Very High
12709.0,3,26,9294.1,36.163813229571986,7550.154,Very High
12710.0,97,4,1130.57,14.311012658227847,1043.7201,High
12712.0,23,17,4241.63,29.8706338028169,6203.787,Very High
12713.0,1,1,848.55,22.330263157894734,495.64398,Medium
12714.0,9,5,4708.86,18.18092664092664,1544.171,High
12715.0,106,1,353.86,16.85047619047619,403.76154,Medium
12716.0,4,2,1053.49,15.267971014492753,571.89105,Medium
12717.0,151,3,980.98,17.517500000000002,777.21576,High
12718.0,71,1,238.25,12.539473684210526,296.79282,Low
12719.0,5,3,608.1,14.47857142857143,945.2566,High
12720.0,3,29,5713.28,15.914428969359331,6891.494,Very High
12721.0,32,7,2628.98,16.030365853658537,1704.0967,Very High
12722.0,85,6,904.33,15.865438596491229,1425.5516,High
12723.0,4,5,725.07,10.508260869565218,1457.4644,High
12724.0,5,4,1031.41,19.460566037735852,1202.197,High
12725.0,371,1,427.8,17.825,313.38947,Low
12726.0,28,7,2609.1,21.041129032258063,2528.6233,Very High
12727.0,11,9,3947.7,27.99787234042553,3063.6846,Very High
12728.0,71,4,836.33,18.18108695652174,1093.1785,High
12729.0,114,1,453.01,17.423461538461538,477.00427,Medium
12731.0,24,14,18793.41,67.84624548736463,6230.84,Very High
12732.0,180,1,236.26000000000002,19.688333333333336,335.91263,Low
12733.0,234,1,383.95,17.452272727272728,321.74973,Low
12734.0,353,1,110.39999999999999,27.599999999999998,379.74323,Low
12735.0,315,2,779.5699999999999,18.12953488372093,505.11813,Medium
12736.0,333,1,234.0,58.5,328.15683,Low
12738.0,372,1,155.35,14.122727272727273,192.70215,Low
12739.0,78,2,1013.04,26.658947368421053,681.9431,Medium
12740.0,64,1,427.6,15.837037037037037,335.7769,Low
12743.0,134,2,546.43,4.077835820895522,314.78934,Low
12744.0,52,10,9120.39,39.82703056768559,4568.5664,Very High
12747.0,2,11,4196.01,40.737961165048546,4051.2864,Very High
12748.0,1,224,29072.1,6.262839293408013,40404.707,Very High
12749.0,4,8,3868.2,16.745454545454546,2103.856,Very High
12750.0,129,1,275.88,18.392,431.6272,Medium
12752.0,81,1,4366.78,82.3920754716981,1123.9075,High
12753.0,4,11,21024.01,91.40873913043478,13978.528,Very High
12754.0,236,5,2949.12,45.37107692307692,1746.4934,Very High
12755.0,250,4,2203.2,367.2,3061.176,Very High
12756.0,87,1,112.07999999999998,28.019999999999996,526.49176,Medium
12757.0,16,19,4227.7,11.214058355437665,4045.3882,Very High
12758.0,117,2,2791.59,28.779278350515465,805.4019,High
12759.0,52,3,1531.44,16.12042105263158,827.76385,High
12762.0,8,2,1898.52,27.51478260869565,993.84204,High
12763.0,138,2,494.08,27.448888888888888,784.39154,High
12764.0,317,1,1693.88,37.64177777777778,368.44803,Low
12766.0,4,7,6989.63,22.547193548387096,3028.8367,Very High
12769.0,239,1,1143.6,35.7375,368.44803,Low
12770.0,211,1,1351.45,112.62083333333334,754.3211,Medium
12772.0,60,1,892.47,16.226727272727274,392.46713,Low
12775.0,17,6,1351.24,20.16776119402985,1885.3071,Very High
12778.0,20,7,804.23,15.76921568627451,1685.2396,Very High
12779.0,21,12,3868.7,24.331446540880503,3720.164,Very High
12781.0,21,5,707.72,23.590666666666667,1874.5646,Very High
12782.0,5,6,2273.32,21.245981308411217,2208.7715,Very High
12783.0,2,8,1603.87,18.649651162790697,2568.521,Very High
12784.0,9,2,574.42,9.73593220338983,502.68375,Medium
12785.0,3,2,305.71,20.380666666666666,541.7656,Medium
12787.0,10,3,463.66,23.183,918.4567,High
12789.0,65,1,91.85,22.9625,373.55383,Low
12790.0,192,1,324.92,15.472380952380954,243.15247,Low
12791.0,374,1,192.60000000000002,96.30000000000001,531.10925,Medium
12792.0,257,1,400.53999999999996,16.0216,238.17166,Low
12793.0,335,2,545.48,22.728333333333335,488.16498,Medium
12794.0,53,2,860.41,19.12022222222222,653.13324,Medium
12795.0,19,1,430.48,30.74857142857143,462.02075,Medium
12797.0,360,3,194.18,11.42235294117647,578.551,Medium
12798.0,10,3,6977.04,872.13,6652.5654,Very High
12802.0,184,2,412.58,15.868461538461538,404.14276,Medium
12808.0,37,3,483.65000000000003,17.273214285714285,895.5436,High
12809.0,168,2,484.36,18.62923076923077,537.29877,Medium
12811.0,261,3,514.85,16.608064516129033,759.0079,Medium
12812.0,45,1,229.64000000000001,15.309333333333335,343.22812,Low
12814.0,102,1,125.92,62.96,658.07153,Medium
12815.0,148,2,1063.46,22.6268085106383,605.8266,Medium
12816.0,96,2,572.2,19.731034482758623,693.5716,Medium
12817.0,281,1,166.04,41.51,338.93204,Low
12818.0,178,2,1517.88,94.8675,1061.1902,High
12820.0,3,4,942.34,15.97186440677966,1075.8712,High
12821.0,214,1,92.72,15.453333333333333,243.15247,Low
12822.0,71,3,918.98,19.55276595744681,905.04584,High
12823.0,75,5,1759.5,351.9,4095.8086,Very High
12824.0,60,1,397.12,15.8848,335.7769,Low
12826.0,3,8,1468.1200000000001,15.618297872340428,2017.0919,Very High
12827.0,6,3,430.15000000000003,17.206000000000003,850.74176,High
12828.0,3,6,1018.71,18.19125,1875.3295,Very High
12829.0,322,3,253.05,21.087500000000002,806.71246,High
12830.0,38,7,6748.4,173.03589743589743,6497.781,Very High
12831.0,262,1,215.05,23.894444444444446,301.31052,Low
12832.0,32,2,383.03,14.186296296296295,495.5865,Medium
12833.0,145,1,417.38,17.390833333333333,341.89093,Low
12834.0,283,1,312.38,17.354444444444443,321.74973,Low
12836.0,59,4,2612.86,14.930628571428572,1024.4482,High
12837.0,173,1,134.1,11.174999999999999,224.0039,Low
12838.0,34,2,683.13,5.55390243902439,436.97064,Medium
12839.0,3,16,5583.62,17.669683544303798,3616.247,Very High
12840.0,144,6,2714.27,23.398879310344828,2052.603,Very High
12841.0,5,26,3876.4,8.830068337129841,4797.054,Very High
12842.0,70,2,1118.99,32.9114705882353,731.9087,Medium
12843.0,66,9,1680.76,15.562592592592592,1661.3878,Very High
12844.0,29,2,325.96000000000004,6.268461538461539,458.5272,Medium
12845.0,267,4,354.09,13.114444444444443,758.6475,Medium
12847.0,22,1,871.54,9.577362637362636,348.21597,Low
12849.0,31,2,1050.8899999999999,20.6056862745098,713.4968,Medium
12851.0,97,1,135.18,2.7036000000000002,159.60098,Low
12852.0,290,2,299.75,14.9875,359.087,Low
12853.0,108,9,1881.7,22.401190476190475,2731.7424,Very High
12854.0,79,5,1289.15,11.21,1323.3539,High
12855.0,373,1,38.1,12.700000000000001,190.82733,Low
12856.0,8,8,2162.68,6.822334384858044,1817.971,Very High
12857.0,211,2,1106.4,24.05217391304348,500.80347,Medium
12863.0,52,2,504.2,84.03333333333333,1319.403,High
12864.0,138,1,147.12,49.04,626.2042,Medium
12865.0,26,3,1548.07,16.125729166666666,851.3397,High
12866.0,283,1,559.12,21.504615384615384,331.99738,Low
12867.0,26,10,3986.22,7.234519056261343,2543.5671,Very High
12868.0,186,6,1607.0600000000002,15.0192523364486,1088.1174,High
12870.0,366,1,-14.899999999999999,-7.449999999999999,-114.08221,Low
12871.0,84,2,380.64,34.60363636363636,731.9087,Medium
12872.0,327,2,599.97,9.090454545454547,335.4168,Low
12873.0,282,1,374.0,93.5,551.4901,Medium
12875.0,143,2,343.2300000000001,171.61500000000004,860.4758,High
12876.0,58,2,2218.02,26.09435294117647,681.9431,Medium
12877.0,4,12,1535.77,9.972532467532467,2988.8945,Very High
12878.0,18,3,841.64,17.176326530612243,881.5366,High
12879.0,45,4,552.5699999999999,46.04749999999999,1583.5557,Very High
12881.0,276,1,298.0,42.57142857142857,447.55032,Medium
12882.0,9,2,1463.04,112.54153846153847,828.9144,High
12883.0,25,4,703.47,16.749285714285715,1100.0978,High
12884.0,88,1,309.05,44.15,647.29584,Medium
12885.0,63,4,1158.27,16.087083333333332,1024.2714,High
12886.0,68,3,1351.09,15.7103488372093,804.44965,High
12888.0,214,4,313.77,44.824285714285715,1268.8967,High
12890.0,24,1,380.46999999999997,4.639878048780488,268.4778,Low
12891.0,186,3,331.0,110.33333333333333,1175.2303,High
12893.0,31,1,188.14,5.533529411764706,292.62082,Low
12895.0,42,3,347.3,14.470833333333333,803.9782,High
12897.0,205,2,216.5,54.125,768.98315,High
12901.0,9,36,16293.1,130.3448,15686.139,Very High
12902.0,265,1,138.68,13.868,201.06241,Low
12904.0,18,2,509.58,7.0775,472.17526,Medium
12906.0,12,5,2919.81,46.34619047619047,2019.1815,Very High
12908.0,59,4,246.0,61.5,1553.3076,High
12909.0,40,8,2128.83,22.1753125,2884.2473,Very High
12910.0,23,8,3075.04,41.00053333333333,2964.393,Very High
12912.0,3,5,1662.3,69.2625,1804.0565,Very High
12913.0,5,5,2483.63,49.6726,1958.7495,Very High
12915.0,149,2,363.65,16.529545454545453,533.88446,Medium
12916.0,139,5,2982.35,27.361009174311924,1810.5681,Very High
12917.0,128,1,594.0,297.0,683.8511,Medium
12919.0,8,8,1301.44,25.02769230769231,3135.9866,Very High
12920.0,17,1,164.23,5.8653571428571425,304.51196,Low
12921.0,4,50,16389.74,22.118407557354928,19327.988,Very High
12922.0,161,1,405.38,14.477857142857143,248.36484,Low
12923.0,64,1,176.97,6.102413793103448,304.45624,Low
12924.0,88,5,929.95,29.998387096774195,1967.1616,Very High
12925.0,5,2,694.05,15.423333333333332,609.3311,Medium
12928.0,35,5,2062.7000000000003,24.555952380952384,1976.0106,Very High
12929.0,122,2,105.1,11.677777777777777,421.51486,Medium
12930.0,78,4,409.9,15.18148148148148,1024.2714,High
12931.0,22,20,33462.81,328.06676470588235,32326.81,Very High
12933.0,24,4,606.28,5.666168224299065,852.17883,High
12935.0,2,8,2156.45,16.588076923076922,2103.856,Very High
12936.0,17,5,1012.9,16.077777777777776,1367.258,High
12937.0,15,4,1504.27,12.535583333333333,1034.4073,High
12938.0,26,1,114.14,12.682222222222222,335.80984,Low
